Accession,GWAS_ID,Reference,Year,Orientation,Origin,Continent,Country,Region,Azithromycin,Ceftriaxone,Ciprofloxacin,MtrA,MtrC,FarA,Mtr_Upregulation
ERR191770,GCGS0041,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,Las Vegas,1,0.125,16,Inducible,Intact,Intact,Yes
ERR191771,GCGS0042,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Las Vegas,1,0.06,8,Inducible,Intact,Intact,Yes
ERR191772,GCGS0043,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191773,GCGS0044,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR191774,GCGS0045,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191775,GCGS0046,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.063,16,Inducible,Intact,Intact,Yes
ERR191776,GCGS0047,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191778,GCGS0049,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191779,GCGS0050,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,0.03,0.008,0.015,Inducible,LOF,Intact,Yes
ERR191780,GCGS0051,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR191781,GCGS0052,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.06,8,Inducible,Intact,Intact,Yes
ERR191782,GCGS0053,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.125,16,Inducible,Intact,Intact,Yes
ERR191783,GCGS0054,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191784,GCGS0055,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Philadelphia,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191785,GCGS0056,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Philadelphia,0.5,0.06,8,Inducible,Intact,Intact,Yes
ERR191786,GCGS0057,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR191787,GCGS0058,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR191788,GCGS0059,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,1,0.125,16,Inducible,Intact,Intact,Yes
ERR191789,GCGS0060,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.06,8,Inducible,Intact,Intact,Yes
ERR191791,GCGS0062,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Portland,0.25,0.015,4,Inducible,Intact,LOF,Yes
ERR191792,GCGS0063,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,Portland,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR191793,GCGS0064,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Portland,1,0.03,0.015,Inducible,Intact,Intact,No
ERR191794,GCGS0065,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Portland,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR191795,GCGS0066,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Las Vegas,1,0.008,8,Inducible,Intact,Intact,Yes
ERR191796,GCGS0067,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.125,16,Inducible,Intact,Intact,Yes
ERR191797,GCGS0068,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,San Diego,0.5,0.008,8,Inducible,Intact,Intact,Yes
ERR191798,GCGS0069,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Diego,1,0.125,16,Inducible,Intact,Intact,Yes
ERR191799,GCGS0070,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Diego,0.5,0.015,4,Inducible,Intact,Intact,Yes
ERR191800,GCGS0071,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR191801,GCGS0072,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.008,0.015,Inducible,Intact,Intact,Yes
ERR191802,GCGS0073,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,San Diego,0.25,0.06,0.015,Inducible,Intact,Intact,Yes
ERR191803,GCGS0074,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.25,0.008,0.015,Inducible,Intact,Intact,Yes
ERR191804,GCGS0075,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.06,8,Inducible,Intact,Intact,Yes
ERR191805,GCGS0076,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,San Diego,0.25,0.008,8,Inducible,Intact,Intact,Yes
ERR191806,GCGS0077,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Diego,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191807,GCGS0078,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Diego,0.06,0.008,4,Inducible,LOF,Intact,Yes
ERR191808,GCGS0079,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Seattle,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR191809,GCGS0080,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Seattle,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191810,GCGS0081,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Seattle,0.125,0.06,16,Inducible,Intact,Intact,Yes
ERR191811,GCGS0082,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Seattle,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR191812,GCGS0083,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Francisco,0.5,0.032,0.008,Inducible,Intact,Intact,Yes
ERR191813,GCGS0084,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Francisco,1,0.015,0.015,Inducible,Intact,Intact,Yes
ERR191814,GCGS0085,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Francisco,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR191815,GCGS0086,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Francisco,1,0.015,4,Inducible,Intact,Intact,Yes
ERR191816,GCGS0087,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Francisco,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR191817,GCGS0088,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Francisco,0.5,0.063,16,Inducible,Intact,Intact,Yes
ERR191818,GCGS0089,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Francisco,1,0.03,32,Inducible,Intact,Intact,Yes
ERR191819,GCGS0090,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Francisco,0.25,0.008,1,Inducible,Intact,Intact,Yes
ERR191820,GCGS0091,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191821,GCGS0092,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,0.25,0.06,0.015,Inducible,Intact,Intact,Yes
ERR191822,GCGS0093,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,1,0.125,16,Inducible,Intact,Intact,Yes
ERR191823,GCGS0094,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Chicago,1,0.03,8,Inducible,Intact,Intact,Yes
ERR191824,GCGS0095,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,1,0.06,16,Inducible,Intact,Intact,Yes
ERR191825,GCGS0096,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222892,GCGS0193,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222893,GCGS0194,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Orange County,0.5,0.03,4,Inducible,Intact,Intact,Yes
ERR222894,GCGS0195,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,San Diego,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR222895,GCGS0196,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,1,0.03,16,Inducible,Intact,Intact,Yes
ERR222896,GCGS0197,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.032,0.004,Inducible,Intact,Intact,Yes
ERR222897,GCGS0198,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222898,GCGS0199,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,San Diego,0.5,0.063,0.004,Inducible,Intact,Intact,Yes
ERR222899,GCGS0200,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Orange County,0.125,0.015,0.015,Inducible,Intact,Intact,No
ERR222900,GCGS0201,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.063,0.004,Inducible,Intact,Intact,Yes
ERR222901,GCGS0202,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222902,GCGS0203,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.06,0.015,Inducible,Intact,Intact,Yes
ERR222903,GCGS0204,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222904,GCGS0205,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,1,0.125,16,Inducible,Intact,Intact,Yes
ERR222905,GCGS0206,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.06,0.008,4,Inducible,LOF,Intact,Yes
ERR222906,GCGS0207,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.06,0.015,Inducible,Intact,Intact,Yes
ERR222907,GCGS0208,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,1,0.015,8,Inducible,Intact,Intact,Yes
ERR222908,GCGS0209,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222909,GCGS0210,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,0.25,0.015,1,Inducible,Intact,Intact,Yes
ERR222910,GCGS0211,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.25,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222911,GCGS0212,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.25,0.015,1,Inducible,Intact,Intact,Yes
ERR222912,GCGS0213,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.063,0.004,Inducible,Intact,Intact,Yes
ERR222913,GCGS0214,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.008,2,Inducible,Intact,Intact,Yes
ERR222914,GCGS0215,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.25,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222915,GCGS0216,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.25,0.015,2,Inducible,Intact,Intact,Yes
ERR222916,GCGS0217,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222917,GCGS0218,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222918,GCGS0219,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222919,GCGS0220,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.06,0.008,2,Inducible,Intact,Intact,Yes
ERR222920,GCGS0221,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222922,GCGS0223,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222923,GCGS0224,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222924,GCGS0225,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR222925,GCGS0226,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222926,GCGS0227,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,1,0.06,16,Inducible,Intact,Intact,Yes
ERR222927,GCGS0228,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,2,0.015,0.015,Inducible,Intact,Intact,Yes
ERR222928,GCGS0229,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR222929,GCGS0230,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Diego,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR222930,GCGS0231,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Seattle,0.25,0.03,32,Inducible,Intact,Intact,Yes
ERR222931,GCGS0232,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Seattle,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR222932,GCGS0233,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Seattle,0.5,0.06,32,Inducible,Intact,Intact,Yes
ERR222933,GCGS0234,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Seattle,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR222934,GCGS0235,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Seattle,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR222935,GCGS0236,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Seattle,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR222936,GCGS0237,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Seattle,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR222937,GCGS0238,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Seattle,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR222939,GCGS0240,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Francisco,0.5,0.06,32,Inducible,Intact,Intact,Yes
ERR222940,GCGS0241,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Francisco,0.5,0.125,16,Inducible,Intact,Intact,Yes
ERR222941,GCGS0242,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Francisco,0.25,0.032,4,Inducible,Intact,Intact,Yes
ERR223603,GCGS0097,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,0.5,0.125,16,Inducible,Intact,Intact,Yes
ERR223604,GCGS0098,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Chicago,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223605,GCGS0099,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Cleveland,1,0.25,16,Inducible,Intact,Intact,Yes
ERR223606,GCGS0100,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Detroit,0.25,0.06,0.015,Inducible,Intact,Intact,Yes
ERR223607,GCGS0101,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Denver,0.125,0.06,16,Inducible,Intact,Intact,Yes
ERR223608,GCGS0102,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Albuquerque,16,0.063,16,Inducible,Intact,Intact,Yes
ERR223609,GCGS0103,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Denver,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR223610,GCGS0104,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Albuquerque,4,0.063,16,Inducible,Intact,Intact,Yes
ERR223611,GCGS0105,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Denver,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223612,GCGS0106,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Phoenix,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223613,GCGS0107,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Greensboro,0.5,0.125,16,Inducible,Intact,Intact,Yes
ERR223614,GCGS0108,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Baltimore,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR223615,GCGS0109,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Honolulu,0.5,0.06,32,Inducible,Intact,Intact,Yes
ERR223616,GCGS0110,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,San Francisco,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223617,GCGS0111,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Honolulu,0.5,0.25,32,Inducible,Intact,Intact,Yes
ERR223619,GCGS0113,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Honolulu,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR223620,GCGS0114,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,San Diego,0.125,0.008,2,Inducible,LOF,Intact,Yes
ERR223621,GCGS0115,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Honolulu,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223622,GCGS0116,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.06,0.008,4,Inducible,LOF,Intact,Yes
ERR223623,GCGS0117,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Honolulu,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR223624,GCGS0118,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Honolulu,8,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223625,GCGS0119,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Honolulu,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR223626,GCGS0120,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223627,GCGS0121,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223628,GCGS0122,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR223629,GCGS0123,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Los Angeles,0.5,0.125,16,Inducible,Intact,Intact,Yes
ERR223630,GCGS0124,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,1,0.063,16,Inducible,Intact,Intact,Yes
ERR223631,GCGS0125,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223632,GCGS0126,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.25,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223633,GCGS0127,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.25,0.03,8,Inducible,Intact,Intact,Yes
ERR223634,GCGS0128,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223635,GCGS0129,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR223636,GCGS0130,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR223637,GCGS0131,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.5,0.03,32,Inducible,Intact,Intact,Yes
ERR223638,GCGS0132,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR223640,GCGS0134,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR223641,GCGS0135,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR223642,GCGS0136,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,8,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223643,GCGS0137,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,0.5,0.06,32,Inducible,Intact,Intact,Yes
ERR223644,GCGS0138,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223645,GCGS0139,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Los Angeles,1,0.125,32,Inducible,Intact,Intact,Yes
ERR223647,GCGS0141,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223648,GCGS0142,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,2,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223649,GCGS0143,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.125,16,Inducible,Intact,Intact,Yes
ERR223650,GCGS0144,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223651,GCGS0145,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR223652,GCGS0146,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,Las Vegas,0.25,0.008,1,Inducible,Intact,Intact,Yes
ERR223653,GCGS0147,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,1,0.125,16,Inducible,Intact,Intact,Yes
ERR223655,GCGS0149,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223656,GCGS0150,Grad2014_2016,2009.0,MSW,Urethra,North America,USA,San Diego,0.5,0.015,8,Inducible,Intact,Intact,Yes
ERR223657,GCGS0151,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,1,0.06,16,Inducible,Intact,Intact,Yes
ERR223658,GCGS0152,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223659,GCGS0153,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Las Vegas,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223661,GCGS0155,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Minneapolis,1,0.125,16,Inducible,Intact,Intact,Yes
ERR223662,GCGS0156,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Minneapolis,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223663,GCGS0157,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,New York City,1,0.125,16,Inducible,Intact,Intact,Yes
ERR223664,GCGS0158,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Philadelphia,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR223666,GCGS0160,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,1,0.008,8,Inducible,Intact,Intact,Yes
ERR223667,GCGS0161,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Orange County,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223668,GCGS0162,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,San Diego,0.5,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223669,GCGS0163,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Philadelphia,0.5,0.25,16,Inducible,Intact,Intact,Yes
ERR223670,GCGS0164,Grad2014_2016,2009.0,MSMW,Urethra,North America,USA,Philadelphia,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR223671,GCGS0165,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,1,0.06,16,Inducible,Intact,Intact,Yes
ERR223672,GCGS0166,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Phoenix,1,0.008,8,Inducible,Intact,Intact,Yes
ERR223673,GCGS0167,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223674,GCGS0168,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,1,0.06,16,Inducible,Intact,Intact,Yes
ERR223675,GCGS0169,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.03,0.015,Inducible,Intact,Intact,Yes
ERR223676,GCGS0170,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.06,16,Inducible,Intact,Intact,Yes
ERR223677,GCGS0171,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,0.5,0.06,0.015,Inducible,Intact,Intact,Yes
ERR223678,GCGS0172,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,2,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223679,GCGS0173,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,1,0.06,0.015,Inducible,Intact,Intact,Yes
ERR223680,GCGS0174,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Phoenix,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223681,GCGS0175,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Phoenix,0.5,0.06,0.015,Inducible,Intact,Intact,Yes
ERR223682,GCGS0176,Grad2014_2016,2010.0,MSMW,Urethra,North America,USA,Phoenix,16,0.008,0.015,Inducible,Intact,Intact,Yes
ERR223683,GCGS0177,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Phoenix,1,0.03,4,Inducible,Intact,Intact,Yes
ERR223684,GCGS0178,Grad2014_2016,2010.0,MSW,Urethra,North America,USA,Phoenix,1,0.015,16,Inducible,Intact,Intact,Yes
ERR223685,GCGS0179,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Portland,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR223686,GCGS0180,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Las Vegas,0.25,0.015,2,Inducible,Intact,Intact,Yes
ERR223687,GCGS0181,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Portland,0.25,0.125,16,Inducible,Intact,Intact,Yes
ERR223688,GCGS0182,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Las Vegas,0.5,0.008,4,Inducible,Intact,Intact,Yes
ERR223689,GCGS0183,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Portland,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR223690,GCGS0184,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Las Vegas,0.03,0.008,2,Inducible,Intact,Intact,Yes
ERR223691,GCGS0185,Grad2014_2016,2010.0,MSM,Urethra,North America,USA,Portland,0.25,0.06,16,Inducible,Intact,Intact,Yes
ERR223692,GCGS0186,Grad2014_2016,2009.0,MSM,Urethra,North America,USA,Las Vegas,0.25,0.03,2,Inducible,Intact,Intact,Yes
